Coop,Society,Producer,ProducerID,Field ID,Field,FIELD Size,DOBProducer,FarmerGender,NationalId,PurchasingClerkCard,PhoneNumber,Hhsize,NumberChildren,HHAssessed
Adwuma,Greenvale Society,Daniel Smith,ADW-0052,ADW-0052-F1,Field 1,1.90,1979,Male,NID-982336161-5,,,7,4,No
Adwuma,Greenvale Society,Daniel Smith,ADW-0052,ADW-0052-F2,Field 2,0.97,1979,Male,,,,,,
Adwuma,Clearwater Society,Omar Khan,ADW-0053,ADW-0053-F1,Field 1,2.14,1971,Male,NID-604814407-4,,,3,5,
Adwuma,Clearwater Society,Omar Khan,ADW-0053,ADW-0053-F2,Field 2,1.02,1971,Male,,,,,,
Adwuma,Clearwater Society,Arjun Smith,ADW-0054,ADW-0054-F1,Field 1,4.74,1971,Male,NID-460279858-5,,+1189923824,7,1,
Adwuma,Clearwater Society,Arjun Smith,ADW-0054,ADW-0054-F2,Field 2,0.56,1971,Male,,,,,,
Adwuma,Cedarwood Society,Sarah Khan,ADW-0055,ADW-0055-F1,Field 1,4.81,1993,Female,,,,10,1,
Adwuma,Clearwater Society,David Larsen,ADW-0056,ADW-0056-F1,Field 1,3.36,1995,Male,,,+1037281123,2,0,Yes
Adwuma,Silverstone Society,Noah Reyes,ADW-0057,ADW-0057-F1,Field 1,0.66,1992,Male,NID-157386374-6,,+1279403428,5,4,
Adwuma,Greenvale Society,Noah Muller,ADW-0058,ADW-0058-F1,Field 1,4.61,1980,Male,NID-503341032-5,,+1641261059,3,4,Yes
Adwuma,Greenvale Society,Noah Muller,ADW-0058,ADW-0058-F2,Field 2,4.41,1980,Male,,,,,,
Adwuma,Silverstone Society,Omar Garcia,ADW-0059,ADW-0059-F1,Field 1,3.29,1985,Male,NID-308951126-8,,+1684905858,5,4,No
Adwuma,Cedarwood Society,Noah Larsen,ADW-0060,ADW-0060-F1,Field 1,4.32,1975,Male,NID-154894533-2,,+1156262390,1,1,Yes
Adwuma,Cedarwood Society,Noah Larsen,ADW-0060,ADW-0060-F2,Field 2,0.79,1975,Male,,,,,,
Adwuma,Cedarwood Society,James Silva,ADW-0061,ADW-0061-F1,Field 1,2.94,1985,Male,,,+1829421545,10,6,Yes
Adwuma,Cedarwood Society,Mateo Dubois,ADW-0062,ADW-0062-F1,Field 1,3.14,1970,Male,,,,5,6,Yes
Adwuma,Cedarwood Society,Mateo Dubois,ADW-0062,ADW-0062-F2,Field 2,0.83,1970,Male,,,,,,
Adwuma,Clearwater Society,Noah Ivanov,ADW-0063,ADW-0063-F1,Field 1,4.55,1987,Male,NID-913216321-4,,+1597660520,5,5,
Adwuma,Clearwater Society,Anna Patel,ADW-0064,ADW-0064-F1,Field 1,1.80,1981,Female,NID-097790961-3,,,9,0,No
Adwuma,Clearwater Society,Anna Patel,ADW-0064,ADW-0064-F2,Field 2,4.74,1981,Female,,,,,,
Adwuma,Silverstone Society,Fatima Kim,ADW-0065,ADW-0065-F1,Field 1,1.82,1967,Female,,,+1476464226,6,6,Yes
Adwuma,Cedarwood Society,David Ivanov,ADW-0066,ADW-0066-F1,Field 1,2.74,1964,Male,,,,9,3,Yes
Adwuma,Greenvale Society,Chen Smith,ADW-0067,ADW-0067-F1,Field 1,0.68,1991,Male,,,+1205971338,1,2,Yes
Adwuma,Greenvale Society,Chen Smith,ADW-0067,ADW-0067-F2,Field 2,2.82,1991,Male,,,,,,
Adwuma,Silverstone Society,Aisha Larsen,ADW-0068,ADW-0068-F1,Field 1,4.05,1995,Female,NID-048970141-2,,+1106186827,2,3,Yes
Adwuma,Cedarwood Society,Mateo Dubois,ADW-0069,ADW-0069-F1,Field 1,4.92,1999,Male,NID-658240731-7,,+1461683510,5,5,No
Adwuma,Cedarwood Society,Mateo Dubois,ADW-0069,ADW-0069-F2,Field 2,2.00,1999,Male,,,,,,
Adwuma,Cedarwood Society,David Muller,ADW-0070,ADW-0070-F1,Field 1,1.15,1998,Male,NID-505922679-1,,+1717069910,1,4,No
Adwuma,Silverstone Society,Sarah Patel,ADW-0071,ADW-0071-F1,Field 1,2.46,1981,Female,,,+1688893355,5,1,Yes
Adwuma,Silverstone Society,David Muller,ADW-0072,ADW-0072-F1,Field 1,4.55,1974,Male,NID-595048488-4,,+1617650082,1,3,Yes
Adwuma,Silverstone Society,David Muller,ADW-0072,ADW-0072-F2,Field 2,4.43,1974,Male,,,,,,
Adwuma,Silverstone Society,Lucia Rossi,ADW-0073,ADW-0073-F1,Field 1,3.61,1988,Female,NID-919411163-4,,+1684868930,6,0,
Adwuma,Silverstone Society,Lucia Rossi,ADW-0073,ADW-0073-F2,Field 2,2.37,1988,Female,,,,,,
Adwuma,Silverstone Society,Fatima Andersson,ADW-0074,ADW-0074-F1,Field 1,4.19,1989,Female,NID-347614743-0,,+1667605664,1,6,Yes
Adwuma,Silverstone Society,Fatima Andersson,ADW-0074,ADW-0074-F2,Field 2,0.52,1989,Female,,,,,,
Adwuma,Greenvale Society,Liam Santos,ADW-0075,ADW-0075-F1,Field 1,1.43,1991,Male,,,+1743844510,6,2,
Adwuma,Greenvale Society,David Dubois,ADW-0076,ADW-0076-F1,Field 1,4.72,2000,Male,NID-536965545-2,,+1526589356,8,6,
Adwuma,Greenvale Society,David Dubois,ADW-0076,ADW-0076-F2,Field 2,2.80,2000,Male,,,,,,
Adwuma,Clearwater Society,Liam Dubois,ADW-0077,ADW-0077-F1,Field 1,1.29,1975,Male,,,+1747241766,4,2,
Adwuma,Cedarwood Society,Maria Silva,ADW-0078,ADW-0078-F1,Field 1,2.77,1996,Female,,,,8,5,
Adwuma,Cedarwood Society,Maria Silva,ADW-0078,ADW-0078-F2,Field 2,3.09,1996,Female,,,,,,
Adwuma,Cedarwood Society,Chen Muller,ADW-0079,ADW-0079-F1,Field 1,3.92,1984,Male,NID-636873926-8,,,4,1,Yes
Adwuma,Cedarwood Society,Lucas Smith,ADW-0080,ADW-0080-F1,Field 1,3.30,1998,Male,NID-922584740-6,,+1951195692,6,1,Yes
Adwuma,Cedarwood Society,Lucas Smith,ADW-0080,ADW-0080-F2,Field 2,3.36,1998,Male,,,,,,
Adwuma,Silverstone Society,Arjun Wang,ADW-0081,ADW-0081-F1,Field 1,2.26,1965,Male,,,+1597644360,10,0,
Adwuma,Clearwater Society,Lucas Kim,ADW-0082,ADW-0082-F1,Field 1,3.31,1981,Male,NID-881689614-0,,,7,5,
Adwuma,Greenvale Society,David Haddad,ADW-0083,ADW-0083-F1,Field 1,4.01,1972,Male,NID-333397451-9,,,6,1,Yes
Adwuma,Greenvale Society,David Haddad,ADW-0083,ADW-0083-F2,Field 2,1.67,1972,Male,,,,,,
Adwuma,Greenvale Society,Maria Garcia,ADW-0084,ADW-0084-F1,Field 1,4.30,1979,Female,NID-064961508-5,,+1853282269,7,6,
Adwuma,Greenvale Society,Liam Ivanov,ADW-0085,ADW-0085-F1,Field 1,0.73,1976,Male,NID-254987909-5,,+1736862228,4,0,
Adwuma,Clearwater Society,Omar Fischer,ADW-0086,ADW-0086-F1,Field 1,3.85,1974,Male,,,,8,1,
Adwuma,Clearwater Society,Omar Fischer,ADW-0086,ADW-0086-F2,Field 2,1.79,1974,Male,,,,,,
Adwuma,Greenvale Society,Mateo Dubois,ADW-0087,ADW-0087-F1,Field 1,2.56,1980,Male,NID-705154751-5,,+1091342144,2,6,Yes
Adwuma,Clearwater Society,Daniel Reyes,ADW-0088,ADW-0088-F1,Field 1,1.77,1984,Male,,,+1253112397,7,5,Yes
Adwuma,Clearwater Society,Daniel Reyes,ADW-0088,ADW-0088-F2,Field 2,2.64,1984,Male,,,,,,
Adwuma,Silverstone Society,Daniel Reyes,ADW-0089,ADW-0089-F1,Field 1,0.64,1971,Male,,,,10,4,Yes
Adwuma,Silverstone Society,Daniel Reyes,ADW-0089,ADW-0089-F2,Field 2,2.63,1971,Male,,,,,,
Adwuma,Silverstone Society,Chen Santos,ADW-0090,ADW-0090-F1,Field 1,4.95,1979,Male,NID-946373983-2,,+1866124984,5,1,No
Adwuma,Silverstone Society,Chen Santos,ADW-0090,ADW-0090-F2,Field 2,4.95,1979,Male,,,,,,
Adwuma,Brookside Society,Arjun Muller,ADW-0091,ADW-0091-F1,Field 1,2.42,1981,Male,NID-222844778-4,,+1286805429,2,3,
Adwuma,Brookside Society,Arjun Muller,ADW-0091,ADW-0091-F2,Field 2,3.58,1981,Male,,,,,,
Adwuma,Clearwater Society,Lucas Costa,ADW-0092,ADW-0092-F1,Field 1,1.14,1986,Male,NID-469034483-3,,+1348768984,4,6,
Adwuma,Silverstone Society,James Muller,ADW-0093,ADW-0093-F1,Field 1,0.54,1993,Male,,,,4,5,
Adwuma,Brookside Society,Lucas Garcia,ADW-0094,ADW-0094-F1,Field 1,2.83,2000,Male,NID-990746558-5,,,5,2,Yes
Adwuma,Brookside Society,Lucas Garcia,ADW-0094,ADW-0094-F2,Field 2,2.60,2000,Male,,,,,,
Adwuma,Cedarwood Society,Daniel Khan,ADW-0095,ADW-0095-F1,Field 1,1.57,1994,Male,NID-045479760-1,,+1269084668,5,3,Yes
Adwuma,Cedarwood Society,Daniel Khan,ADW-0095,ADW-0095-F2,Field 2,3.62,1994,Male,,,,,,
Adwuma,Brookside Society,Chen Larsen,ADW-0096,ADW-0096-F1,Field 1,2.92,1960,Male,,,+1552855661,6,2,Yes
Adwuma,Brookside Society,Chen Larsen,ADW-0096,ADW-0096-F2,Field 2,3.65,1960,Male,,,,,,
Adwuma,Clearwater Society,Chen Kim,ADW-0097,ADW-0097-F1,Field 1,0.79,1986,Male,,,+1623546905,4,5,
Adwuma,Cedarwood Society,Arjun Santos,ADW-0098,ADW-0098-F1,Field 1,4.68,1986,Male,,,+1682196299,6,0,No
Adwuma,Cedarwood Society,Arjun Santos,ADW-0098,ADW-0098-F2,Field 2,2.04,1986,Male,,,,,,
Adwuma,Brookside Society,Arjun Reyes,ADW-0099,ADW-0099-F1,Field 1,3.96,1968,Male,NID-920842948-2,,+1663067414,5,2,Yes
Adwuma,Brookside Society,Arjun Reyes,ADW-0099,ADW-0099-F2,Field 2,1.11,1968,Male,,,,,,
Adwuma,Brookside Society,Mateo Reyes,ADW-0100,ADW-0100-F1,Field 1,2.34,1964,Male,,,+1361463125,4,1,Yes
Adwuma,Brookside Society,Mateo Reyes,ADW-0100,ADW-0100-F2,Field 2,3.33,1964,Male,,,,,,
Adwuma,Brookside Society,Chen Kim,ADW-0101,ADW-0101-F1,Field 1,2.43,1962,Male,NID-402553206-9,,,1,2,Yes
Adwuma,Brookside Society,Chen Kim,ADW-0101,ADW-0101-F2,Field 2,3.89,1962,Male,,,,,,
Adwuma,Silverstone Society,Mateo Khan,ADW-0102,ADW-0102-F1,Field 1,3.84,1990,Male,,,+1721855182,4,1,No
Adwuma,Silverstone Society,Fatima Reyes,ADW-0103,ADW-0103-F1,Field 1,3.46,1988,Female,NID-268527336-1,,+1554488749,7,2,No
Adwuma,Cedarwood Society,Arjun Fischer,ADW-0104,ADW-0104-F1,Field 1,4.16,1961,Male,NID-123445332-9,,+1096242072,1,0,
Adwuma,Cedarwood Society,Arjun Fischer,ADW-0104,ADW-0104-F2,Field 2,5.00,1961,Male,,,,,,
Adwuma,Brookside Society,Lucas Wang,ADW-0105,ADW-0105-F1,Field 1,2.07,1994,Male,NID-061591293-8,,+1230570143,7,5,
Adwuma,Brookside Society,Lucas Wang,ADW-0105,ADW-0105-F2,Field 2,4.48,1994,Male,,,,,,
Adwuma,Brookside Society,Noah Reyes,ADW-0106,ADW-0106-F1,Field 1,1.45,1997,Male,,,+1495454701,8,0,Yes
Adwuma,Clearwater Society,Arjun Fischer,ADW-0107,ADW-0107-F1,Field 1,1.75,1970,Male,,,+1062512107,3,5,
Adwuma,Greenvale Society,Lucas Santos,ADW-0108,ADW-0108-F1,Field 1,2.20,1986,Male,,,+1273168138,10,6,
Adwuma,Silverstone Society,Maria Rossi,ADW-0109,ADW-0109-F1,Field 1,3.27,1991,Female,NID-274180223-3,,,1,6,
Adwuma,Brookside Society,Mateo Haddad,ADW-0110,ADW-0110-F1,Field 1,4.26,1989,Male,NID-911217146-4,,+1763744841,2,1,No
Adwuma,Silverstone Society,Omar Andersson,ADW-0111,ADW-0111-F1,Field 1,4.65,1966,Male,NID-616778425-3,,+1900489239,7,5,
Adwuma,Brookside Society,David Reyes,ADW-0112,ADW-0112-F1,Field 1,0.80,1960,Male,,,,7,3,
Adwuma,Brookside Society,David Reyes,ADW-0112,ADW-0112-F2,Field 2,2.81,1960,Male,,,,,,
Adwuma,Cedarwood Society,Omar Reyes,ADW-0113,ADW-0113-F1,Field 1,2.95,1977,Male,NID-335617109-0,,+1534932075,6,5,No
Adwuma,Greenvale Society,James Reyes,ADW-0114,ADW-0114-F1,Field 1,3.06,1962,Male,,,,10,6,Yes
Adwuma,Greenvale Society,James Reyes,ADW-0114,ADW-0114-F2,Field 2,3.68,1962,Male,,,,,,
Adwuma,Cedarwood Society,Priya Haddad,ADW-0115,ADW-0115-F1,Field 1,3.59,1996,Female,,,+1586537506,7,0,Yes
Adwuma,Clearwater Society,Chen Smith,ADW-0116,ADW-0116-F1,Field 1,1.46,1998,Male,,,,10,0,Yes
Adwuma,Clearwater Society,Chen Smith,ADW-0116,ADW-0116-F2,Field 2,4.82,1998,Male,,,,,,
Adwuma,Cedarwood Society,Chen Wang,ADW-0117,ADW-0117-F1,Field 1,4.76,1992,Male,,,,8,1,
Adwuma,Cedarwood Society,Chen Wang,ADW-0117,ADW-0117-F2,Field 2,1.22,1992,Male,,,,,,
Aboma,Greenvale Society,James Smith,ABM-0001,ABM-0001-F1,Field 1,1.19,1998,Male,NID-072015414-1,,,2,3,Yes
Aboma,Northfield Society,Omar Patel,ABM-0002,ABM-0002-F1,Field 1,0.83,1974,Male,NID-102505102-4,,+1260537539,7,5,
Aboma,Brookside Society,Daniel Larsen,ABM-0003,ABM-0003-F1,Field 1,3.48,1993,Male,,,,10,0,Yes
Aboma,Greenvale Society,Lucas Novak,ABM-0004,ABM-0004-F1,Field 1,4.10,1968,Male,,,+1525369300,6,5,Yes
Aboma,Greenvale Society,Mei Ivanov,ABM-0005,ABM-0005-F1,Field 1,3.20,1985,Female,NID-415912056-8,,+1654176817,1,6,No
Aboma,Greenvale Society,Mei Ivanov,ABM-0005,ABM-0005-F2,Field 2,2.33,1985,Female,,,,,,
Aboma,Eastwood Society,Liam Costa,ABM-0006,ABM-0006-F1,Field 1,4.67,1978,Male,NID-997213699-8,,+1924451715,3,0,No
Aboma,Northfield Society,Sofia Larsen,ABM-0007,ABM-0007-F1,Field 1,2.34,1999,Female,,,,2,0,
Aboma,Greenvale Society,Daniel Larsen,ABM-0008,ABM-0008-F1,Field 1,2.92,1966,Male,,,+1427168358,5,0,
Aboma,Brookside Society,Mateo Wang,ABM-0009,ABM-0009-F1,Field 1,1.68,2000,Male,,,+1722887188,3,4,Yes
Aboma,Brookside Society,Mateo Wang,ABM-0009,ABM-0009-F2,Field 2,2.70,2000,Male,,,,,,
Aboma,Brookside Society,Noah Costa,ABM-0010,ABM-0010-F1,Field 1,1.75,1987,Male,NID-246343852-6,,+1883074781,4,6,Yes
Aboma,Brookside Society,Noah Costa,ABM-0010,ABM-0010-F2,Field 2,2.29,1987,Male,,,,,,
Aboma,Brookside Society,Mei Fischer,ABM-0011,ABM-0011-F1,Field 1,3.83,1990,Female,NID-326197596-8,,+1789016294,10,2,Yes
Aboma,Greenvale Society,Mateo Haddad,ABM-0012,ABM-0012-F1,Field 1,2.67,1993,Male,,,+1937738541,3,5,
Aboma,Greenvale Society,Mateo Haddad,ABM-0012,ABM-0012-F2,Field 2,2.80,1993,Male,,,,,,
Aboma,Eastwood Society,James Silva,ABM-0013,ABM-0013-F1,Field 1,2.10,1978,Male,NID-327410133-3,,+1620561866,8,4,Yes
Aboma,Brookside Society,Mateo Smith,ABM-0014,ABM-0014-F1,Field 1,2.89,1999,Male,NID-538920218-7,,+1091467935,9,2,No
Aboma,Brookside Society,Mateo Smith,ABM-0014,ABM-0014-F2,Field 2,4.85,1999,Male,,,,,,
Aboma,Greenvale Society,Noah Nguyen,ABM-0015,ABM-0015-F1,Field 1,1.11,1975,Male,,,+1818821881,8,3,No
Aboma,Greenvale Society,Noah Nguyen,ABM-0015,ABM-0015-F2,Field 2,2.23,1975,Male,,,,,,
Aboma,Riverside Society,Sofia Garcia,ABM-0016,ABM-0016-F1,Field 1,2.28,1968,Female,NID-208921164-2,,+1774662680,2,1,
Aboma,Riverside Society,Sofia Garcia,ABM-0016,ABM-0016-F2,Field 2,1.81,1968,Female,,,,,,
Aboma,Riverside Society,David Rossi,ABM-0017,ABM-0017-F1,Field 1,0.63,1971,Male,,,,2,1,
Aboma,Riverside Society,David Rossi,ABM-0017,ABM-0017-F2,Field 2,3.20,1971,Male,,,,,,
Aboma,Greenvale Society,Elena Kim,ABM-0018,ABM-0018-F1,Field 1,2.71,1998,Female,,,+1553863678,9,3,Yes
Aboma,Greenvale Society,Elena Kim,ABM-0018,ABM-0018-F2,Field 2,4.52,1998,Female,,,,,,
Aboma,Brookside Society,Sofia Haddad,ABM-0019,ABM-0019-F1,Field 1,0.67,1989,Female,,,+1655056906,10,0,No
Aboma,Brookside Society,Sofia Haddad,ABM-0019,ABM-0019-F2,Field 2,1.06,1989,Female,,,,,,
Aboma,Brookside Society,Lucia Haddad,ABM-0020,ABM-0020-F1,Field 1,3.14,1999,Female,NID-257156458-5,,,8,6,
Aboma,Northfield Society,James Fischer,ABM-0021,ABM-0021-F1,Field 1,1.87,1991,Male,,,+1652320622,6,4,Yes
Aboma,Northfield Society,James Fischer,ABM-0021,ABM-0021-F2,Field 2,1.35,1991,Male,,,,,,
Aboma,Brookside Society,Liam Rossi,ABM-0022,ABM-0022-F1,Field 1,1.16,1982,Male,NID-154582407-4,,,5,3,Yes
Aboma,Brookside Society,David Garcia,ABM-0023,ABM-0023-F1,Field 1,4.92,1969,Male,NID-762025802-8,,+1914210853,3,4,No
Aboma,Brookside Society,David Haddad,ABM-0024,ABM-0024-F1,Field 1,3.78,1965,Male,NID-872770176-6,,+1244554292,2,4,Yes
Aboma,Brookside Society,David Ivanov,ABM-0025,ABM-0025-F1,Field 1,1.44,1986,Male,NID-261524285-5,,,10,4,No
Aboma,Brookside Society,David Ivanov,ABM-0025,ABM-0025-F2,Field 2,1.67,1986,Male,,,,,,
Aboma,Greenvale Society,Chen Costa,ABM-0026,ABM-0026-F1,Field 1,2.46,1974,Male,NID-555766462-5,,+1817982151,2,0,Yes
Aboma,Riverside Society,Lucas Smith,ABM-0027,ABM-0027-F1,Field 1,3.95,1984,Male,NID-382290800-3,,+1625667537,1,2,No
Aboma,Riverside Society,Lucas Smith,ABM-0027,ABM-0027-F2,Field 2,3.58,1984,Male,,,,,,
Aboma,Greenvale Society,Lucas Garcia,ABM-0028,ABM-0028-F1,Field 1,3.47,1981,Male,,,+1974063034,10,4,
Aboma,Eastwood Society,Chen Fischer,ABM-0029,ABM-0029-F1,Field 1,1.79,1973,Male,NID-642417250-7,,+1579496890,2,0,Yes
Aboma,Eastwood Society,Chen Fischer,ABM-0029,ABM-0029-F2,Field 2,0.84,1973,Male,,,,,,
Aboma,Riverside Society,Lucia Wang,ABM-0030,ABM-0030-F1,Field 1,1.06,1976,Female,NID-080617591-8,,+1686825922,9,1,
Aboma,Riverside Society,Chen Patel,ABM-0031,ABM-0031-F1,Field 1,3.42,1982,Male,NID-758230512-1,,+1277810259,6,1,No
Aboma,Riverside Society,Chen Patel,ABM-0031,ABM-0031-F2,Field 2,2.35,1982,Male,,,,,,
Aboma,Riverside Society,Mateo Haddad,ABM-0032,ABM-0032-F1,Field 1,1.07,1976,Male,,,+1088892956,5,2,Yes
Aboma,Riverside Society,Mateo Haddad,ABM-0032,ABM-0032-F2,Field 2,2.70,1976,Male,,,,,,
Aboma,Eastwood Society,Arjun Nguyen,ABM-0033,ABM-0033-F1,Field 1,1.88,1976,Male,NID-211564222-6,,+1088421947,5,4,
Aboma,Brookside Society,Lucia Silva,ABM-0034,ABM-0034-F1,Field 1,4.67,1991,Female,NID-247675642-2,,+1192915522,10,6,Yes
Aboma,Brookside Society,Lucia Silva,ABM-0034,ABM-0034-F2,Field 2,2.44,1991,Female,,,,,,
Aboma,Eastwood Society,David Reyes,ABM-0035,ABM-0035-F1,Field 1,2.59,1986,Male,NID-613053457-3,,,4,3,No
Aboma,Brookside Society,Arjun Garcia,ABM-0036,ABM-0036-F1,Field 1,4.28,1966,Male,NID-594638949-6,,+1875160554,4,2,
Aboma,Brookside Society,Arjun Garcia,ABM-0036,ABM-0036-F2,Field 2,1.87,1966,Male,,,,,,
Aboma,Brookside Society,Mateo Garcia,ABM-0037,ABM-0037-F1,Field 1,0.58,1996,Male,NID-425929223-7,,,8,4,
Aboma,Greenvale Society,Sofia Silva,ABM-0038,ABM-0038-F1,Field 1,2.17,1970,Female,,,,7,2,
Aboma,Greenvale Society,Sofia Silva,ABM-0038,ABM-0038-F2,Field 2,2.11,1970,Female,,,,,,
Aboma,Riverside Society,Arjun Larsen,ABM-0039,ABM-0039-F1,Field 1,3.91,1969,Male,,,,4,2,Yes
Aboma,Riverside Society,Arjun Larsen,ABM-0039,ABM-0039-F2,Field 2,3.76,1969,Male,,,,,,
Aboma,Northfield Society,James Rossi,ABM-0040,ABM-0040-F1,Field 1,2.48,1985,Male,NID-368150049-8,,+1241626294,5,4,Yes
Aboma,Northfield Society,James Rossi,ABM-0040,ABM-0040-F2,Field 2,1.11,1985,Male,,,,,,
Aboma,Greenvale Society,Mei Reyes,ABM-0041,ABM-0041-F1,Field 1,3.22,1987,Female,,,+1782630201,3,0,Yes
Aboma,Riverside Society,Priya Garcia,ABM-0042,ABM-0042-F1,Field 1,1.87,1982,Female,,,,4,6,
Aboma,Riverside Society,Priya Garcia,ABM-0042,ABM-0042-F2,Field 2,3.27,1982,Female,,,,,,
Aboma,Greenvale Society,Arjun Muller,ABM-0043,ABM-0043-F1,Field 1,0.61,1982,Male,NID-794800689-9,,+1181415200,6,3,Yes
Aboma,Riverside Society,Aisha Santos,ABM-0044,ABM-0044-F1,Field 1,0.82,1983,Female,,,+1161609915,10,6,
Aboma,Riverside Society,Elena Kim,ABM-0045,ABM-0045-F1,Field 1,3.70,1994,Female,NID-436962086-6,,,1,4,Yes
Aboma,Riverside Society,Elena Kim,ABM-0045,ABM-0045-F2,Field 2,1.36,1994,Female,,,,,,
Aboma,Brookside Society,Mateo Andersson,ABM-0046,ABM-0046-F1,Field 1,2.29,1998,Male,,,,10,2,No
Aboma,Riverside Society,Lucas Kim,ABM-0047,ABM-0047-F1,Field 1,1.68,1972,Male,NID-936107058-3,,+1405779239,10,2,Yes
Aboma,Riverside Society,Mateo Haddad,ABM-0048,ABM-0048-F1,Field 1,0.77,1970,Male,,,+1812377809,4,6,Yes
Aboma,Riverside Society,Mateo Haddad,ABM-0048,ABM-0048-F2,Field 2,2.62,1970,Male,,,,,,
Aboma,Greenvale Society,Chen Patel,ABM-0049,ABM-0049-F1,Field 1,4.40,1962,Male,NID-682068387-4,,,3,0,
Aboma,Riverside Society,David Novak,ABM-0050,ABM-0050-F1,Field 1,2.34,1972,Male,,,+1074594759,2,5,Yes
Aboma,Riverside Society,Aisha Dubois,ABM-0051,ABM-0051-F1,Field 1,2.24,1966,Female,,,,4,1,
Aboma,Riverside Society,Aisha Dubois,ABM-0051,ABM-0051-F2,Field 2,2.88,1966,Female,,,,,,
Aboma,Eastwood Society,Anna Smith,ABM-0052,ABM-0052-F1,Field 1,3.80,1985,Female,NID-977024814-0,,,1,1,
Aboma,Eastwood Society,Anna Smith,ABM-0052,ABM-0052-F2,Field 2,0.83,1985,Female,,,,,,
Aboma,Greenvale Society,Chen Khan,ABM-0053,ABM-0053-F1,Field 1,3.77,1991,Male,NID-923655026-5,,,9,4,Yes
Aboma,Greenvale Society,Chen Khan,ABM-0053,ABM-0053-F2,Field 2,0.72,1991,Male,,,,,,
Aboma,Riverside Society,Sarah Haddad,ABM-0054,ABM-0054-F1,Field 1,4.27,1984,Female,,,+1856929513,7,0,No
Aboma,Riverside Society,Mateo Patel,ABM-0055,ABM-0055-F1,Field 1,4.72,1979,Male,,,,5,1,Yes
Aboma,Brookside Society,David Kim,ABM-0056,ABM-0056-F1,Field 1,2.04,1985,Male,NID-833754822-7,,,7,5,Yes
Aboma,Brookside Society,David Kim,ABM-0056,ABM-0056-F2,Field 2,3.43,1985,Male,,,,,,
Aboma,Riverside Society,James Fischer,ABM-0057,ABM-0057-F1,Field 1,4.31,1967,Male,NID-222229284-3,,+1848361791,1,2,
Aboma,Riverside Society,James Fischer,ABM-0057,ABM-0057-F2,Field 2,4.63,1967,Male,,,,,,
Aboma,Riverside Society,Omar Rossi,ABM-0058,ABM-0058-F1,Field 1,3.76,1980,Male,NID-394634101-5,,,8,2,Yes
Aboma,Riverside Society,Omar Rossi,ABM-0058,ABM-0058-F2,Field 2,4.79,1980,Male,,,,,,
Aboma,Greenvale Society,David Reyes,ABM-0059,ABM-0059-F1,Field 1,4.29,1960,Male,NID-223812388-5,,+1203907465,6,1,
Aboma,Greenvale Society,David Reyes,ABM-0059,ABM-0059-F2,Field 2,4.27,1960,Male,,,,,,
Aboma,Eastwood Society,Chen Wang,ABM-0060,ABM-0060-F1,Field 1,0.73,2000,Male,,,+1551136442,8,3,
Aboma,Eastwood Society,Chen Wang,ABM-0060,ABM-0060-F2,Field 2,3.53,2000,Male,,,,,,
Aboma,Northfield Society,David Ivanov,ABM-0061,ABM-0061-F1,Field 1,2.89,1962,Male,,,+1106956303,1,4,
Aboma,Greenvale Society,Noah Kim,ABM-0062,ABM-0062-F1,Field 1,2.89,1968,Male,NID-073180364-6,,+1296918879,7,5,
Aboma,Riverside Society,David Costa,ABM-0063,ABM-0063-F1,Field 1,4.35,1971,Male,NID-532137542-4,,,7,6,Yes
Aboma,Riverside Society,David Costa,ABM-0063,ABM-0063-F2,Field 2,2.70,1971,Male,,,,,,
Aboma,Brookside Society,Sarah Novak,ABM-0064,ABM-0064-F1,Field 1,4.79,1975,Female,NID-535045350-8,,,4,4,
Aboma,Brookside Society,Arjun Garcia,ABM-0065,ABM-0065-F1,Field 1,2.82,1988,Male,,,+1510985121,9,3,No
Aboma,Brookside Society,Arjun Garcia,ABM-0065,ABM-0065-F2,Field 2,4.07,1988,Male,,,,,,
Aboma,Greenvale Society,Aisha Andersson,ABM-0066,ABM-0066-F1,Field 1,0.74,1986,Female,NID-687887430-4,,+1037896807,8,6,
Aboma,Eastwood Society,Daniel Wang,ABM-0067,ABM-0067-F1,Field 1,2.47,1963,Male,,,+1885984237,8,4,
Aboma,Brookside Society,Priya Santos,ABM-0068,ABM-0068-F1,Field 1,4.35,1974,Female,,,+1219091073,10,1,Yes
Aboma,Brookside Society,Lucas Wang,ABM-0069,ABM-0069-F1,Field 1,2.74,1976,Male,NID-242944747-5,,+1827195288,5,0,Yes
Aboma,Eastwood Society,Omar Reyes,ABM-0070,ABM-0070-F1,Field 1,1.78,1969,Male,NID-605815718-1,,+1722266532,8,5,Yes
Aboma,Eastwood Society,Omar Reyes,ABM-0070,ABM-0070-F2,Field 2,1.31,1969,Male,,,,,,
Aboma,Riverside Society,Liam Larsen,ABM-0071,ABM-0071-F1,Field 1,4.51,1982,Male,NID-249933251-1,,,3,3,
Aboma,Northfield Society,Liam Santos,ABM-0072,ABM-0072-F1,Field 1,4.90,1989,Male,NID-108894532-4,,,5,4,
Aboma,Northfield Society,Liam Santos,ABM-0072,ABM-0072-F2,Field 2,4.88,1989,Male,,,,,,
Aboma,Brookside Society,Priya Kim,ABM-0073,ABM-0073-F1,Field 1,4.07,2000,Female,,,+1457012944,7,1,
